PROD_SKU	BRAND_NAME	VEND_STREET	PROD_DESCRIPT	PROD_TYPE	VEND_NAME	PROD_CATEGORY	VEND_STATE	BRAND_TYPE	VEND_CITY	PROD_PRICE	BRAND_ID	VEND_ID	PROD_QOH	VEND_ZIP	PROD_MIN	PROD_BASE			
9336-MHC	BUSTERS	1185 BIGLERVILLE CIRCLE	"Latex, Interior, ('eggshell-like' - MPI Gloss Level 3) "	Interior	National Wholesale Consolidated	Top Coat	VT	VALUE	Sweek Hollow	11.99	29	5	52	5483	40	Water			
9355-MNT	FORESTERS BEST	1105 OLSON CIRCLE	"Epoxy, High Build, Self Priming, Low Gloss"	Interior	Leal Decor Workshop	Top Coat	PA	VALUE	Lake Lynn	29.99	23	3	73	15439	35	Solvent			
9393-RFA	LONG HAUL	454 WINDJAMMER CIRCLE	"Varnish, Polyurethane, Moisture Cured, Flat (MPI Gloss Level 1)"	Interior	Unlimited Wholesale of Ohio	Top Coat	OH	CONTRACTOR	Rowsburg	13.59	30	15	51	44866	25	Solvent			
9408-WNM	LONG HAUL	454 WINDJAMMER CIRCLE	"Fire Retardant Top-Coat, Exterior, Low Sheen (ULC Approved)"	Exterior	Unlimited Wholesale of Ohio	Top Coat	OH	CONTRACTOR	Rowsburg	21.99	30	15	Ä86	44866	15	Solvent			
9413-EHI	BINDER PRIME	1404 SEWARD NB ON TUDOR RAMP	"Varnish, Aliphatic Polyurethane, Two-Component"	Interior	Rivera Decor Partners	Top Coat	MI	PREMIUM	Orchard Lake	12.29	33	22	101	48324	5	Solvent			
9484-UTK	LONG HAUL	454 WINDJAMMER CIRCLE	"Varnish, Fire Retardant (ULC Approved), Exterior"	Exterior	Unlimited Wholesale of Ohio	Top Coat	OH	CONTRACTOR	Rowsburg	17.99	30	15	129	44866	20	Solvent			
9569-WMK	BUSTERS	382 FLORENCE CIRCLE	"Epoxy, High Build, Low Gloss"	Interior	Donahue Solubles of West Virginia	Top Coat	WV	VALUE	Huntington	13.59	29	9	65	25700	15	Solvent			
9601-ZKZ	STUTTENFURST	1404 SEWARD NB ON TUDOR RAMP	"Primer, Alkyd for Exterior Wood"	Exterior	Rivera Decor Partners	Primer	MI	CONTRACTOR	Orchard Lake	8.99	25	22	92	48324	35	Solvent			
9624-YLU	BINDER PRIME	1404 SEWARD NB ON TUDOR RAMP	"Primer, Zinc Rich, Organic"	Exterior	Rivera Decor Partners	Primer	MI	PREMIUM	Orchard Lake	11.99	33	22	77	48324	20	Solvent			
9671-NYZ	LONG HAUL	454 WINDJAMMER CIRCLE	"Lacquer, Pigmented, Gloss"	Interior	Unlimited Wholesale of Ohio	Top Coat	OH	CONTRACTOR	Rowsburg	14.59	30	15	51	44866	5	Solvent			
9686-HQV	LE MODE	200 AERO AVENUE	"Varnish, Water Based, Clear, Semi-Gloss"	Interior	Boykin Chemical Workshop	Top Coat	VA	PREMIUM	Arlington	15.29	35	13	73	22218	25	Water			
9688-ZUX	LONG HAUL	454 WINDJAMMER CIRCLE	"Linseed Oil, Boiled"	Exterior	Unlimited Wholesale of Ohio	Cleaner	OH	CONTRACTOR	Rowsburg	12.99	30	15	67	44866	15	Solvent			
9702-WFX	LE MODE	1185 BIGLERVILLE CIRCLE	"Primer, Quick Dry, for Shop Application to Interior Steel"	Interior	National Wholesale Consolidated	Primer	VT	PREMIUM	Sweek Hollow	35.49	35	5	134	5483	5	Solvent			
9786-DGO	STUTTENFURST	1404 SEWARD NB ON TUDOR RAMP	"Primer, Zinc Rich, Epoxy"	Interior	Rivera Decor Partners	Primer	MI	CONTRACTOR	Orchard Lake	9.99	25	22	85	48324	40	Solvent			
9838-FUF	HOME COMFORT	1492 AUSTIN AVENUE	"Fire Retardant Top-Coat, Clear, Alkyd, Interior (ULC Approved)"	Interior	Internation Solvents of Virginia	Top Coat	VA	CONTRACTOR	Cross Jct	29.99	27	21	137	22625	25	Solvent			
9857-ESX	OLDE TYME QUALITY	1105 OLSON CIRCLE	"Alkyd, Water Based, Gloss (MPI Gloss Level 6)"	Interior	Leal Decor Workshop	Top Coat	PA	CONTRACTOR	Lake Lynn	25.59	28	3	58	15439	20	Water			
9858-XUM	BUSTERS	1951 WEST 28TH COURT	"Lacquer, Pigmented, Semi-Gloss"	Interior	Super Solubles of Pennsylvania	Top Coat	PA	VALUE	Laporte	14.59	29	11	72	18626	35	Solvent			
9955-WWB	LONG HAUL	1492 AUSTIN AVENUE	"Latex, Interior, Institutional Low Odor/VOC, ('velvet-like' - MPI Gloss Level 2) "	Interior	Internation Solvents of Virginia	Top Coat	VA	CONTRACTOR	Cross Jct	29.99	30	21	129	22625	35	Water			
